identifiant_interne,libelle,nom_court,sigle,type_detablissement,secteur_detablissement,vague_contractuelle,localisation,site_internet,geolocalisation,uai_identifiant,siret,siren,identifiant_wikidata,element_wikidata,identifiant_idref,identifiant_eter,identifiant_ror,element_ror,identifiant_isni,element_isni,date_creation,code_commune,commune,code_unite_urbaine,unite_urbaine,code_departement,departement,code_academie,academie,code_region,region,ancien_code_region,ancienne_region,adresse,code_postal,localite,pays,numero_de_telephone,statut_juridique_court,statut_juridique,compte_facebook,compte_twitter,compte_instagram,compte_linkedin,compte_youtube,scanr,article,champ_recherche,commune_std
PPSCQ,UNIVERSITE PARIS SCIENCES ET LETTRES,UNIVERSITE PSL,PSL,GRAND ETABLISSEMENT,PUBLIC,VAGUE D,ILE DE FRANCE>PARIS>PARIS 6E,HTTPS://WWW.PSL.EU/,"48.85464, 2.33785",0756036D,13002614900018.0,130026149.0,Q1163431,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1163431,241597595,,013CJYK83,HTTPS://ROR.ORG/013CJYK83,,,2019 11 07,75106.0,PARIS 6E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,60 RUE MAZARINE,75006,PARIS,FRANCE,33185760870.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/PSLUNIV,HTTPS://TWITTER.COM/PSL_UNIV,HTTPS://WWW.INSTAGRAM.COM/PSL_UNIV/,Https://www.linkedin.com/school/universit c3 a9 psl/,Https://www.youtube.com/channel/ucjeinklg1dogiovs9m07vcg,Https://scanr.enseignementsup recherche.gouv.fr/entite/130026149,A L,Universite paris sciences et lettres universite psl paris sciences et lettres research university psl,75106.0
8K883,UNIVERSITE SORBONNE NOUVELLE PARIS 3,PARIS III,,UNIVERSITE,PUBLIC,VAGUE D,ILE DE FRANCE>PARIS>PARIS 12E,HTTP://WWW.UNIV PARIS3.FR/,"48.844881806752355, 2.39701509475708",0751719L,19751719600014.0,197517196.0,Q571293,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q571293,027361837,FR0176,03Z6JP965,HTTPS://ROR.ORG/03Z6JP965,0000 0004 1937 060X,HTTP://WWW.ISNI.ORG/0000 0004 1937 060X,1971 01 01,75112.0,PARIS 12E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,8 AVENUE DE SAINT MANDE,75012,PARIS,FRANCE,33140462884.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/sorbonnenouvellep3,HTTPS://TWITTER.COM/SORBONNEPARIS3,,Https://www.linkedin.com/edu/school?id=12559&trk=edu cp title,,,A L,Universite paris iii universite sorbonne nouvelle paris 3 paris iii university of paris 3 sorbonne nouvelle,75112.0
U82XD,Universite de technologie tarbes occitanie pyrenees,,UTTOP,ECOLE,PUBLIC,VAGUE A,Occitanie>toulouse>hautes pyrenees>tarbes,,"43.225181, 0.05325",0651124U,19650048200019.0,196500482.0,Q124412825,Https://www.wikidata.org/entity/q124412825,,,049WE9Z90,HTTPS://ROR.ORG/049WE9Z90,,,2023 11 27,65440.0,TARBES,UU65501,TARBES,D065,HAUTES PYRENEES,A16,TOULOUSE,R76,OCCITANIE,R73,MIDI PYRENEES,47 AVENUE D AZEREIX,65016,TARBES CEDEX,FRANCE,33562442700.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",,,,,,,,Universite de technologie tarbes occitanie pyrenees university of technology tarbes occitanie pyrenees uttop,65440.0
YPOQX,Ecole nationale du genie de l eau et de l environnement de strasbourg,,ENGEES,ECOLE,PUBLIC,VAGUE C,GRAND EST>STRASBOURG>BAS RHIN>STRASBOURG,HTTPS://ENGEES.UNISTRA.FR/,"48.580797, 7.758744",0670189S,19670189000028.2,196701890.0,Q3578160,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578160,199743169,FR0147,02JHJZD11,HTTPS://ROR.ORG/02JHJZD11,0000 0000 8652 7065,HTTP://WWW.ISNI.ORG/0000 0000 8652 7065,1952,67482.0,STRASBOURG,UU67701,STRASBOURG,D067,BAS RHIN,A15,STRASBOURG,R44,GRAND EST,R42,ALSACE,1 COUR DES CIGARIERES,67000,STRASBOURG,FRANCE,33388248282.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/ENGEES.ECOLE/,HTTPS://TWITTER.COM/ENGEES_ECOLE,HTTPS://WWW.INSTAGRAM.COM/ENGEES.ECOLE/,Https://www.linkedin.com/school/ecole nationale du g c3 a9nie de l eau et de l environnement de strasbourg/,Https://www.youtube.com/channel/ucqa56qw 5hqqn_fju1vv ew,Https://scanr.enseignementsup recherche.gouv.fr/entite/196701890,A L,Ecole nationale du genie de l eau et de l environnement de strasbourg national school for water and environmental engineering engees,67482.0
ZCWYO,Ecole nationale superieure de formation de l’enseignement agricole,,ENSFEA,ECOLE,PUBLIC,,Occitanie>toulouse>haute garonne>toulouse>castanet tolosan,HTTP://WWW.ENSFEA.FR/,"43.534875, 1.486908",0310143M,19310143300012.0,193101433.0,Q3578119,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578119,034635491,,03AC68784,HTTPS://ROR.ORG/03AC68784,0000 0001 2155 2339,HTTP://WWW.ISNI.ORG/0000 0001 2155 2339,,31113.0,CASTANET TOLOSAN,UU00758,TOULOUSE,D031,HAUTE GARONNE,A16,TOULOUSE,R76,OCCITANIE,R73,MIDI PYRENEES,2 ROUTE DE NARBONNE,31326,CASTANET TOLOSAN CEDEX,FRANCE,,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/ENSFEA.TOULOUSE,HTTPS://TWITTER.COM/ENSFEA_TOULOUSE,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/193101433,A L,Ecole nationale feminine d’agronomie ecole nationale superieure de formation de l’enseignement agricole enfa ensfea,31113.0
13FXQ,ECOLE NATIONALE SUPERIEURE LOUIS LUMIERE,ENS LOUIS LUMIERE,ENSLL,ECOLE,PUBLIC,VAGUE E,Ile de france>creteil>seine saint denis>paris>saint denis,HTTP://WWW.ENS LOUIS LUMIERE.FR/,"48.922189, 2.335657",0932066R,19750661100049.0,197506611.0,Q273466,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q273466,030067618,,003HYQR30,HTTPS://ROR.ORG/003HYQR30,,,1926,93066.0,SAINT DENIS,UU00851,PARIS,D093,SEINE SAINT DENIS,A24,CRETEIL,R11,ILE DE FRANCE,R11,ILE DE FRANCE,20 RUE AMPERE,93200,SAINT DENIS,FRANCE,33184670001.0,EPA,Etablissement public national a caractere administratif,Https://www.facebook.com/pages/ecole nationale sup c3 a9rieure louis lumi c3 a8re/149297845167063,HTTPS://TWITTER.COM/ENSLOUISLUMIERE,Https://www.instagram.com/ens_louislumiere/,Https://www.linkedin.com/school/ecole nationale sup c3 a9rieure louis lumi c3 a8re/,Https://www.youtube.com/user/ecolelouislumiere#p/a,,A L,Ecole nationale superieure louis lumiere ens louis lumiere ensll,93066.0
AKSZJ,ECOLE NAVALE,,EN,GRAND ETABLISSEMENT,PUBLIC,VAGUE B,BRETAGNE>RENNES>FINISTERE>LANVEOC,HTTPS://WWW.ECOLE NAVALE.FR/,"48.279263, 4.417857",0290124C,15000096600013.0,150000966.0,Q974394,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q974394,032760639,,030TXND05,HTTPS://ROR.ORG/030TXND05,0000 0000 9054 452X,HTTP://WWW.ISNI.ORG/0000 0000 9054 452X,1827,29120.0,LANVEOC,CR29120,LANVEOC,D029,FINISTERE,A14,RENNES,R53,BRETAGNE,R53,BRETAGNE,,29200,BREST CEDEX 9,FRANCE,,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/ECOLE.NAVALE,HTTPS://TWITTER.COM/ECOLE_NAVALE,,Https://www.linkedin.com/school/ecole navale/,Https://www.youtube.com/channel/ucvetpmbfcbzgshlnpehhz w,Https://scanr.enseignementsup recherche.gouv.fr/entite/150000966,A L,ECOLE NAVALE FRENCH NAVAL ACADEMY EN,29120.0
L4MYZ,INSTITUT PROTESTANT DE THEOLOGIE,IPT,,ECOLE,PRIVE,,ILE DE FRANCE>PARIS>PARIS 14E,HTTP://WWW.IPTHEOLOGIE.FR/INDEX.PHP,"48.834229, 2.337221",0753605L,31238101500014.0,312381015.0,Q3064314,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3064314,029412706,,,,,,1877,75114.0,PARIS 14E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,83 BOULEVARD ARAGO,75014,PARIS,FRANCE,33143316164.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,,,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/312381015,A L,INSTITUT PROTESTANT DE THEOLOGIE IPT,75114.0
JCUA5,INSTITUT SUPERIEUR DES ARTS DE TOULOUSE,ISDAT,ISDAT,ECOLE,PUBLIC,,Occitanie>toulouse>haute garonne>toulouse,HTTP://WWW.ISDAT.FR/,"43.600624, 1.439737",0310144N,20002884300015.0,200028843.0,Q941853,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q941853,182696766,FR0031,00YZBMY59,HTTPS://ROR.ORG/00YZBMY59,,,,31555.0,TOULOUSE,UU00758,TOULOUSE,D031,HAUTE GARONNE,A16,TOULOUSE,R76,OCCITANIE,R73,MIDI PYRENEES,5 QUAI DE LA DAURADE,31000,TOULOUSE,FRANCE,,EPLC,ETABLISSEMENT PUBLIC LOCAL CULTUREL,HTTPS://WWW.FACEBOOK.COM/ISDAT.FR,HTTPS://TWITTER.COM/ISDAT_FR,HTTPS://WWW.INSTAGRAM.COM/ISDAT_FR/,Https://www.linkedin.com/school/isdat fr/,Https://www.youtube.com/channel/uci pgbpge5haguzrqui515w,,A L,Institut superieur des arts de toulouse isdat,31555.0
NHWFO,NEOMA BUSINESS SCHOOL,NEOMA BS,,ECOLE,PRIVE,,Normandie>seine maritime>rouen>mont saint aignan,HTTPS://WWW.NEOMA BS.FR/,"49.4631, 1.063824",0760167U,79223746300015.8,792237463.0,Q16665962,Https://www.wikidata.org/entity/q16665962,250789329,,01G1PE685,HTTPS://ROR.ORG/01G1PE685,0000 0001 0721 566X,HTTP://WWW.ISNI.ORG/0000 0001 0721 566X,2013 09 10,76451.0,MONT SAINT AIGNAN,UU00755,ROUEN,D076,SEINE MARITIME,A70,NORMANDIE,R28,NORMANDIE,R23,HAUTE NORMANDIE,1 RUE DU MARECHAL JUIN,76130,MONT SAINT AIGNAN,FRANCE,,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/NEOMABS/,HTTPS://TWITTER.COM/NEOMABS,HTTPS://WWW.INSTAGRAM.COM/NEOMABS/,Https://www.linkedin.com/company/neoma business school/,Https://www.youtube.com/user/neomabswebtv,Https://scanr.enseignementsup recherche.gouv.fr/entite/792237463,AU,NEOMA BUSINESS SCHOOL NEOMA BS,76451.0
ZEPT6,UNIVERSITE DE LA POLYNESIE FRANCAISE,,UPF,UNIVERSITE,PUBLIC,VAGUE B,Collectivites d outre mer>polynesie francaise>punaauia,HTTP://WWW.UPF.PF/,"17.57685, 149.60684",9840349G,19987001500013.0,199870015.0,Q1695245,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1695245,067101925,FR0286,03AY59X86,HTTPS://ROR.ORG/03AY59X86,0000 0004 0647 1487,HTTP://WWW.ISNI.ORG/0000 0004 0647 1487,1999 06 02,98738.0,PUNAAUIA,TOM98738,PUNAAUIA,D987,POLYNESIE FRANCAISE,A41,POLYNESIE FRANCAISE,R00,COLLECTIVITES D OUTRE MER,R00,COLLECTIVITES D OUTRE MER,,98702,FAA A,FRANCE,,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UNIVPF,HTTPS://TWITTER.COM/UNIVPF,,Https://www.linkedin.com/company/universit de la polyn sie fran aise/,Https://www.youtube.com/channel/uc535 cuv9j7pnlabfcfc17g,,A L,Universite de la polynesie francaise university of french polynesia upf,98738.0
C701F,UNIVERSITE DE TOULON,UNIVERSITE TOULON,,UNIVERSITE,PUBLIC,VAGUE C,Provence alpes cote d azur>nice>var>toulon>la garde,HTTP://WWW.UNIV TLN.FR/,"43.1369, 6.01684",0830766G,19830766200017.0,198307662.0,Q1816857,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1816857,031122337,FR0234,02M9KBE37,HTTPS://ROR.ORG/02M9KBE37,0000 0000 8843 7055,HTTP://WWW.ISNI.ORG/0000 0000 8843 7055,1979 10 01,83062.0,LA GARDE,UU00757,TOULON,D083,VAR,A23,NICE,R93,PROVENCE ALPES COTE D AZUR,R93,PROVENCE ALPES COTE D AZUR,AVENUE DE L UNIVERSITE,83041,TOULON CEDEX 9,FRANCE,33494142000.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/pages/universit c3 a9 de toulon/155673624745?v=wall,HTTPS://TWITTER.COM/UNIVTOULON,HTTPS://WWW.INSTAGRAM.COM/UNIVTOULON/,,HTTPS://WWW.YOUTUBE.COM/USER/UNIVTOULON,Https://scanr.enseignementsup recherche.gouv.fr/entite/198307662,A L,Universite de toulon universite toulon university of toulon,83062.0
WADM1,Y SCHOOLS,Y SCHOOLS,,ECOLE,PRIVE,,GRAND EST>REIMS>AUBE>TROYES,HTTPS://WWW.YSCHOOLS.FR/,"48.28417, 4.07982",0101059X,52917534100013.0,529175341.0,Q3117947,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3117947,035228938,,0013H7W30,HTTPS://ROR.ORG/0013H7W30,,,1992,10387.0,TROYES,UU10601,TROYES,D010,AUBE,A19,REIMS,R44,GRAND EST,R21,CHAMPAGNE ARDENNE,217 AVENUE PIERRE BROSSOLETTE,10000,TROYES,FRANCE,,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/YSCHOOLS/,HTTPS://TWITTER.COM/YSCHOOLS_EDU,HTTPS://WWW.INSTAGRAM.COM/YSCHOOLS_EDU/,Https://www.linkedin.com/company/y schools/,Https://www.youtube.com/user/groupeesctroyes,,,Groupe ecole superieure de commerce de troyes y schools groupe esc troyes,10387.0
PVJPW,UNIVERSITE DE MAYOTTE,,,UNIVERSITE,PUBLIC,VAGUE E,MAYOTTE>DEMBENI,HTTP://WWW.UNIV MAYOTTE.FR/,"12.84547, 45.18741",9760358K,13001631400010.0,130016314.0,Q2946102,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q2946102,262921715,FR0287,02T0K0832,HTTPS://ROR.ORG/02T0K0832,,,2011 10 15,97607.0,DEMBENI,UU9F306,DEMBENI,D976,MAYOTTE,A43,MAYOTTE,R06,MAYOTTE,R06,MAYOTTE,ROUTE NATIONALE 3,97660,DEMBENI,FRANCE,33269610762.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/CUFRDEMBENI,HTTPS://TWITTER.COM/CUFRMAYOTTE,HTTPS://WWW.INSTAGRAM.COM/CUFRMAYOTTE/,Https://www.linkedin.com/company/centre universitaire de formation et de recherche de mayotte/,Https://www.youtube.com/channel/ucth3tll0w2c6n1ya37nqh4a,,,Universite de mayotte centre universitaire de formation et de recherche de mayotte centre universitaire de mayotte cu de mayotte university of mayotte university center of mayotte cufr mayotte,97607.0
3UR31,Ecole superieure des techniques aeronautiques et de construction automobile,ESTACA,,ECOLE,PRIVE,VAGUE E,Ile de france>versailles>yvelines>paris>montigny le bretonneux,HTTP://WWW.ESTACA.FR/,"48.787656, 2.041412",0783664J 0921929X,78425950900080.0,784259509.0,Q3578506,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578506,027976122,FR0258,02AZ5B805,HTTPS://ROR.ORG/02AZ5B805,,,1925,78423.0,MONTIGNY LE BRETONNEUX,UU00851,PARIS,D078,YVELINES,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,12 AVENUE PAUL DELOUVRIER,78066,MONTIGNY LE BRETONNEUX,FRANCE,33175645041.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/ECOLEESTACA/,HTTPS://TWITTER.COM/ESTACA_TWIT,HTTPS://WWW.INSTAGRAM.COM/ECOLE_ESTACA/,Https://www.linkedin.com/school/estaca ecole ingenieurs/,Https://www.youtube.com/c/estacaecoleding c3 a9nieurs/featured,Https://scanr.enseignementsup recherche.gouv.fr/entite/784259509,A L,Ecole superieure des techniques aeronautiques et de construction automobile estaca,78423.0
L9QWD,UNIVERSITE BOURGOGNE EUROPE,,UBE,UNIVERSITE,PUBLIC,VAGUE C,Bourgogne franche comte>dijon>cote d or>dijon,,"47.31326427033337, 5.068940520286561",0212296G,93823061200013.0,938230612.0,Q287072,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q287072,,,00G700J37,HTTPS://ROR.ORG/00G700J37,,,2024 12 06,21231.0,DIJON,UU21701,DIJON,D021,COTE D OR,A07,DIJON,R27,BOURGOGNE FRANCHE COMTE,R26,BOURGOGNE,ESPLANADE ERASME,21078,DIJON CEDEX,FRANCE,33380395000.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",,,,,,,,Universite bourgogne europe university of burgundy europe ube,21231.0
HLX1R,UNIVERSITE DE POITIERS,UNIVERSITE POITIERS,,UNIVERSITE,PUBLIC,VAGUE B,Nouvelle aquitaine>poitiers>vienne>poitiers,HTTPS://WWW.UNIV POITIERS.FR/,"46.58596, 0.34601",0860856N,19860856400375.0,198608564.0,Q661056,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q661056,026403765,FR0239,04XHY8Q59,HTTPS://ROR.ORG/04XHY8Q59,0000 0001 2160 6368,HTTP://WWW.ISNI.ORG/0000 0001 2160 6368,1431,86194.0,POITIERS,UU86601,POITIERS,D086,VIENNE,A13,POITIERS,R75,NOUVELLE AQUITAINE,R54,POITOU CHARENTES,15 RUE DE L’HOTEL DIEU,86073,POITIERS CEDEX 9,FRANCE,33549453077.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UNIVPOITIERS/,HTTPS://TWITTER.COM/UNIVPOITIERS,HTTPS://WWW.INSTAGRAM.COM/UNIVPOITIERS/,Https://www.linkedin.com/school/universitepoitiers/,Https://www.youtube.com/user/universitepoitiers,Https://scanr.enseignementsup recherche.gouv.fr/entite/198608564,A L,Universite de poitiers universite poitiers university of poitiers,86194.0
6G2TU,UNIVERSITE PARIS 1 PANTHEON SORBONNE,PARIS 1,,UNIVERSITE,PUBLIC,VAGUE D,ILE DE FRANCE>PARIS>PARIS 5E,HTTP://WWW.UNIV PARIS1.FR/,"48.8468, 2.34488",0751717J,19751717000019.0,197517170.0,Q999763,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q999763,027361802,FR0174,002T25C44,HTTPS://ROR.ORG/002T25C44,0000 0001 2173 743X,HTTP://WWW.ISNI.ORG/0000 0001 2173 743X,1971 01 01,75105.0,PARIS 5E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,12 PLACE DU PANTHEON,75231,PARIS CEDEX 05,FRANCE,33144078000.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/univparis1pantheonsorbonne,HTTPS://TWITTER.COM/SORBONNEPARIS1,Https://www.instagram.com/paris1pantheonsorbonne/,Https://www.linkedin.com/school/sorbonneparis1/,HTTPS://WWW.YOUTUBE.COM/USER/UNIVPARIS1,Https://scanr.enseignementsup recherche.gouv.fr/entite/197517170,A L,Universite paris i universite paris 1 pantheon sorbonne paris 1 pantheon sorbonne university,75105.0
WJVHD,Ecole nationale superieure d informatique pour l industrie et l entreprise,,ENSIIE,ECOLE,PUBLIC,VAGUE E,Ile de france>versailles>essonne>paris>evry courcouronnes,HTTPS://WWW.ENSIIE.FR/,"48.6262, 2.43202",0912266U,13000214000015.0,130002140.0,Q3578204,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578204,,FR0251,00TX98V53,HTTPS://ROR.ORG/00TX98V53,0000 0004 0641 3447,HTTP://WWW.ISNI.ORG/0000 0004 0641 3447,2006 08 01,91228.0,EVRY COURCOURONNES,UU00851,PARIS,D091,ESSONNE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,1 SQUARE DE LA RESISTANCE,91025,EVRY COURCOURONNES CEDEX,FRANCE,33169367350.0,EPA,Etablissement public national a caractere administratif,HTTPS://WWW.FACEBOOK.COM/ENSIIE.91.68,HTTPS://TWITTER.COM/ENSIIE,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/130002140,A L,Ecole nationale superieure d informatique pour l industrie et l entreprise ensiie,91228.0
4C5VX,Ecole superieure d informatique electronique automatique,,ESIEA,ECOLE,PRIVE,VAGUE D,ILE DE FRANCE>PARIS>PARIS 5E,HTTPS://WWW.ESIEA.FR/,"48.83788, 2.352616",0753560M,31134913800017.0,311349138.0,Q3578402,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578402,026445026,FR0206,00G6CX256,HTTPS://ROR.ORG/00G6CX256,0000 0001 0426 0668,HTTP://WWW.ISNI.ORG/0000 0001 0426 0668,1958,75105.0,PARIS 5E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,9 RUE VESALE,75005,PARIS,FRANCE,33155432323.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/ESIEA,HTTPS://TWITTER.COM/GROUPEESIEA,HTTPS://WWW.INSTAGRAM.COM/ESIEA_GROUPE/,HTTPS://WWW.LINKEDIN.COM/COMPANY/ESIEA/,Https://www.youtube.com/user/ingenieuresiea,Https://scanr.enseignementsup recherche.gouv.fr/entite/311349138,A L,Ecole superieure d informatique electronique automatique esiea,75105.0
DOUNC,SCIENCES PO BORDEAUX,IEP DE BORDEAUX,IEP BORDEAUX,AUTRE ETABLISSEMENT,PUBLIC,VAGUE B,Nouvelle aquitaine>bordeaux>gironde>bordeaux>pessac,HTTPS://WWW.SCIENCESPOBORDEAUX.FR/,"44.79886, 0.61409",0330192E,19330192600039.0,193301926.0,Q1252062,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1252062,026386291,,01B5NW197,HTTPS://ROR.ORG/01B5NW197,0000 0001 2297 4066,HTTP://WWW.ISNI.ORG/0000 0001 2297 4066,1948 05 06,33318.0,PESSAC,UU33701,BORDEAUX,D033,GIRONDE,A04,BORDEAUX,R75,NOUVELLE AQUITAINE,R72,AQUITAINE,11 ALLEE AUSONE,33607,PESSAC CEDEX,FRANCE,33556041772.0,EPA,Etablissement public national a caractere administratif,Https://www.facebook.com/sciencespobordeaux,HTTPS://TWITTER.COM/SCPOBX,Https://www.instagram.com/sciencespobordeaux/,Https://www.linkedin.com/school/sciences po bordeaux/,Https://www.youtube.com/channel/uczkspcevwvbjbekhvmrwsnw,Https://scanr.enseignementsup recherche.gouv.fr/entite/193301926,A,Institut d etudes politiques de bordeaux sciences po bordeaux iep de bordeaux iep bordeaux,33318.0
BMNTV,INSTITUT POLYTECHNIQUE UNILASALLE,UNILASALLE,,ECOLE,PRIVE,VAGUE E,HAUTS DE FRANCE>AMIENS>OISE>BEAUVAIS,HTTPS://WWW.UNILASALLE.FR/,"49.45971, 2.06792",0600071B,78050719000012.0,780507190.0,Q3152468,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3152468,198281633,FR0129,05WY89733,HTTPS://ROR.ORG/05WY89733,0000 0004 0647 2164,HTTP://WWW.ISNI.ORG/0000 0004 0647 2164,2006 09 01,60057.0,BEAUVAIS,UU60501,BEAUVAIS,D060,OISE,A20,AMIENS,R32,HAUTS DE FRANCE,R22,PICARDIE,19 RUE PIERRE WAGUET,60026,BEAUVAIS CEDEX,FRANCE,33344062525.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/UNILASALLE.FR/,HTTPS://TWITTER.COM/UNILASALLE_FR,HTTPS://WWW.INSTAGRAM.COM/UNILASALLE_FR/,Https://www.linkedin.com/school/unilasalle/,Https://www.youtube.com/user/weblasallebeauvais/featured,Https://scanr.enseignementsup recherche.gouv.fr/entite/780507190,A L,Institut polytechnique unilasalle unilasalle,60057.0
XQK4J,INSTITUT SUP BIOTECH DE PARIS,SUP BIOTECH,ISBP,ECOLE,PRIVE,VAGUE E,Ile de france>creteil>val de marne>paris>villejuif,HTTPS://WWW.SUPBIOTECH.FR/,"48.798078, 2.35715",0942193Y,89805695700019.48,898056957.4796228,Q1822570,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1822570,,,04YPX4P84,HTTPS://ROR.ORG/04YPX4P84,,,2003,94076.0,VILLEJUIF,UU00851,PARIS,D094,VAL DE MARNE,A24,CRETEIL,R11,ILE DE FRANCE,R11,ILE DE FRANCE,66 RUE GUY MOQUET,94800,VILLEJUIF,FRANCE,33144080090.0,"SAS, SOCIETE PAR ACTIONS SIMPLIFIEE","SAS, SOCIETE PAR ACTIONS SIMPLIFIEE",HTTPS://WWW.FACEBOOK.COM/SUPBIOTECH,HTTPS://TWITTER.COM/SUPBIOTECH,HTTPS://WWW.INSTAGRAM.COM/SUPBIOTECH/,Https://www.linkedin.com/school/sup biotech c3 a9cole de biotechnologies/,HTTPS://WWW.YOUTUBE.COM/USER/SUPBIOTECH,,A L,Institut superieur des biotechnologies de paris institut sup biotech de paris sup biotech isbp,94076.0
97B8L,INSTITUT SUPERIEUR DU COMMERCE DE PARIS,ISC PARIS BUSINESS SCHOOL,,ECOLE,PRIVE,,ILE DE FRANCE>PARIS>PARIS 17E,HTTPS://ISCPARIS.COM/,"48.892604, 2.301231",0750252S,78471351300025.0,784713513.0,Q1665124,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1665124,028263952,,000RF5T55,HTTPS://ROR.ORG/000RF5T55,0000 0004 0640 5607,HTTP://WWW.ISNI.ORG/0000 0004 0640 5607,1963,75117.0,PARIS 17E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,22 BOULEVARD DU FORT DE VAUX,75848,PARIS CEDEX 17,FRANCE,33140539999.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/ISCPARISSCHOOL,HTTPS://TWITTER.COM/ISCPARISSCHOOL,HTTPS://WWW.INSTAGRAM.COM/ISCPARIS/,Https://www.linkedin.com/school/isc paris/,Https://www.youtube.com/channel/uc5vtfcd1f_imymdw9or5ksa,,A L,Institut superieur du commerce de paris isc paris business school isc paris,75117.0
